Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;;;23.0;2;303548.0;303548.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Immigration, asile et intégration;IA;104.0;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;64.0;6;58036091.0;58036091.0;10675893.0;10675893.0;Intérieur et outre-mer
BG;Justice;JA;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;21.0;2;218993201.0;218993201.0;0.0;0.0;Justice
BG;Justice;JA;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;31.0;3;2336252907.0;744926339.0;0.0;0.0;Justice
BG;Justice;JA;166.0;Justice judiciaire;05;Enregistrement des décisions judiciaires;;;22.0;2;4954373.0;4954373.0;0.0;0.0;Justice
BG;Justice;JA;182.0;Protection judiciaire de la jeunesse;04;Formation;;;31.0;3;11619444.0;11711300.0;0.0;0.0;Justice
BG;Médias, livre et industries culturelles;MA;334.0;Livre et industries culturelles;02;Industries culturelles;;;32.0;3;28285321.0;28285321.0;0.0;0.0;Culture
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;03;Continuité territoriale;;;61.0;6;62513434.0;62108461.0;0.0;0.0;Intérieur et outre-mer
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;08;Fonds exceptionnel d'investissement;;;63.0;6;110000000.0;77264356.0;0.0;0.0;Intérieur et outre-mer
BG;Outre-mer;OA;138.0;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;;21.0;2;134912547.0;134912547.0;0.0;0.0;Intérieur et outre-mer
BG;Plan de relance;PR;362.0;Écologie;09;Dotation régionale d'investissement;;;62.0;6;0.0;11050000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Plan de relance;PR;364.0;Cohésion;07;Cohésion territoriale;;;62.0;6;0.0;5000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;01;Formation initiale et continue du baccalauréat à la licence;;;21.0;2;27317981.0;27317981.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;02;Institut de radioprotection et de sûreté nucléaire (IRSN);32.0;3;182615668.0;182615668.0;0.0;0.0;Transition énergétique
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;01;Développement de la technologie spatiale au service de la science;;;64.0;6;216889333.0;216889333.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Relations avec les collectivités territoriales;RC;119.0;Concours financiers aux collectivités territoriales et à leurs groupements;01;Soutien aux projets des communes et groupements de communes;;;63.0;6;1970250000.0;1829927797.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;05;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;61.0;6;680000000.0;680000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;07;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;31.0;3;1968042369.0;1968042369.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Sécurités;SB;152.0;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;02;Missions de police judiciaire et concours à la justice - administration centrale et cabinet;22.0;2;5055985.0;5055985.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;161.0;Sécurité civile;11;Prévention et gestion de crises;;;31.0;3;26526435.0;27726435.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;161.0;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;;;22.0;2;78509942.0;78509942.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;01;Ordre public et protection de la souveraineté;02;Ordre public et protection de la souveraineté - Hors administration centrale et cabinets;22.0;2;596048560.0;596048560.0;0.0;0.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;;23.0;2;296022.0;296022.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;64.0;6;16021306.0;16021306.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;21;Allocations et dépenses d'aide sociale;;;61.0;6;36000000.0;36000000.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;163.0;Jeunesse et vie associative;06;Service National Universel;;;31.0;3;119094207.0;119094207.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;64.0;6;25244176.0;25297439.0;0.0;0.0;Sports et jeux olympiques et paralympiques
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;03;Appui et innovation des ressources humaines;;;52.0;5;87100.0;87280.0;0.0;0.0;Transformation et fonction publiques
BG;Transformation et fonction publiques;TR;348.0;Performance et résilience des bâtiments de l'Etat et de ses opérateurs;13;Acquisitions, construction;;;51.0;5;9054905.0;29003572.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;01;Indemnisation des demandeurs d'emploi;;;61.0;6;1725706838.0;1725706838.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;01;Insertion dans l'emploi au moyen de contrats aidés;64.0;6;331732826.0;335061163.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Préservation de l'emploi face aux mutations et difficultés économiques et sectorielles et accompagnement des licenciements;61.0;6;2300000.0;2300000.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelles des demandeurs d'emploi;01;Actions pour lever les freins périphériques à l'emploi;61.0;6;34000000.0;13600000.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;01;Soutien au plan d'investissement dans les compétences;;;22.0;2;631747.0;631747.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;08;Fonctionnement des services;;;31.0;3;2395687.0;2613192.0;0.0;0.0;Travail, plein emploi et insertion
CCF;Avances à l'audiovisuel public;ZD;844.0;France Médias Monde;01;France Médias Monde;;;71.0;7;299202200.0;299202200.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CCF;Prêts et avances à des particuliers ou à des organismes privés;ZF;861.0;Prêts et avances pour le logement des agents de l'État;04;Avances aux agents de l'État à l'étranger pour la prise en location d'un logement;;;71.0;7;50000.0;50000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;31.0;3;217119411.0;217119411.0;4250000.0;4250000.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;22.0;2;269216048.0;269216048.0;0.0;0.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;53.0;5;2000000.0;2000000.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;62.0;6;277300.0;277300.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;02;Évaluation de l'impact des politiques publiques et information économique;;;23.0;2;160571.0;160571.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;04;Moyens communs;;;22.0;2;14457853.0;14457853.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Aide publique au développement;AD;110.0;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;64.0;6;2025500000.0;714703346.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;02;PMI, droits et soutien aux invalides;24;PMI et allocations rattachées;61.0;6;690347441.0;690347441.0;0.0;0.0;Armées
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;09;Politique de mémoire;02;Conseil national des communes compagnons de la libération - Subventions;32.0;3;1739366.0;1739366.0;0.0;0.0;Armées
BG;Cohésion des territoires;VA;109.0;Aide à l'accès au logement;01;Aides personnelles;;;61.0;6;13892000000.0;13892000000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;04;Plans d'investissement pour la Corse;;;64.0;6;47907005.0;3787563.0;20000000.0;20000000.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;04;Fonction consultative;;;23.0;2;117301.0;117301.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;32.0;3;154006253.0;154006253.0;0.0;0.0;Culture
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;45;Espace - Maîtrise de l'Espace;51.0;5;1210000000.0;27003477.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;59;Frapper à distance - RAFALE;31.0;3;34322335.0;235323987.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;11;Préparation et conduite des opérations d'armement;90;Investissements pour les opérations d'armement;64.0;6;170000.0;164306.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;02;Préparation des forces terrestres;05;Ressources humaines des forces terrestres;31.0;3;128936903.0;122474068.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;02;Commandement et activités centralisées des forces aériennes;31.0;3;27557501.0;21783983.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";01;Commandement des armées;22.0;2;89418634.0;89418634.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";05;EMA / Relations internationales militaires / PPE;21.0;2;123917467.0;123917467.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;02;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;22.0;2;5550122.0;5550122.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;04;Délégation à l'Information et la Communication de la Défense;22.0;2;4904971.0;4904971.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;31.0;3;185366110.0;183915917.0;637000.0;637000.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;32.0;3;7865368.0;7865368.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;31.0;3;24374063.0;22718492.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;62.0;6;280000.0;280000.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;41;Ferroviaire;;;62.0;6;2965235840.0;2966385840.0;1769590848.0;1494978583.0;Transition écologique et cohésion des territoires
